ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
367,45-54,Male,Professional certificate/ diploma,UK,Asian,34,40,42,40,32,-1.37983,-1.54858,Used in Last Week,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
368,35-44,Female,University degree,UK,Asian,26,43,45,42,46,-1.37983,-1.18084,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
369,45-54,Female,University degree,UK,White,25,43,48,46,44,0.19268,-0.21575,Used in Last Week,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Decade,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Never Used,Never Used
370,25-34,Male,Professional certificate/ diploma,UK,White,35,33,34,44,47,-0.21712,-0.84637,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Week,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
371,25-34,Female,University degree,UK,White,48,42,48,48,37,0.19268,-0.21575,Used in Last Year,Used in Last Decade,Used in Last Decade,Used in Last Week,Used in Last Day,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Decade
372,18-24,Male,Left school at 18 years,Canada,White,38,42,47,37,40,-0.71126,0.07987,Used in Last Week,Used in Last Decade,Never Used,Never Used,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Year,Used in Last Day,Never Used,Never Used
373,35-44,Female,University degree,UK,White,46,54,56,34,45,1.29221,1.92173,Used in Last Week,Never Used,Never Used,Used in Last Year,Used in Last Day,Used in Last Decade,Used in Last Day,Used over a Decade Ago,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
374,18-24,Female,"Some college or university, no certificate or degree",UK,White,45,46,38,47,44,-0.21712,0.40148,Used in Last Week,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Month,Used in Last Year,Used in Last Week,Used in Last Year,Never Used,Used in Last Decade,Never Used,Used in Last Year,Used in Last Year,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Week,Never Used,Never Used
375,45-54,Male,University degree,UK,White,32,27,51,37,43,-0.21712,-0.52593,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Day,Used in Last Month,Used in Last Week,Used over a Decade Ago,Never Used,Used in Last Year,Never Used,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Decade,Never Used,Never Used,Never Used
376,55-64,Female,Masters degree,UK,White,33,48,52,53,49,-0.71126,-1.18084,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
377,65+,Male,Professional certificate/ diploma,UK,White,37,41,48,34,51,-1.37983,-0.84637,Used in Last Day,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
378,45-54,Female,Masters degree,UK,White,27,40,41,44,48,-0.71126,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Week,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
379,25-34,Female,University degree,UK,White,31,36,34,46,38,-0.71126,-1.18084,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
380,25-34,Male,Masters degree,Other,White,44,33,50,47,47,0.52975,-0.21575,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
381,45-54,Female,Professional certificate/ diploma,UK,White,44,37,51,43,44,-0.21712,-0.21575,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
382,35-44,Male,University degree,UK,White,31,47,44,39,43,0.19268,0.7654,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Decade,Used in Last Day,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Used over a Decade Ago,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Never Used
383,35-44,Male,Left school at 16 years,Other,White,32,36,38,37,36,1.29221,-0.52593,Used in Last Month,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
384,35-44,Female,Masters degree,Other,White,28,41,45,41,47,0.19268,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
385,45-54,Female,University degree,UK,White,37,38,43,50,47,-2.55524,-0.52593,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
386,45-54,Female,University degree,UK,Black,33,41,39,48,46,0.19268,-1.54858,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
387,25-34,Male,Professional certificate/ diploma,UK,White,30,37,29,44,39,-0.71126,-0.21575,Used in Last Week,Never Used,Used in Last Decade,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Day,Never Used,Never Used
388,45-54,Male,Left school at 18 years,UK,White,19,43,38,53,46,-0.71126,-0.52593,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
389,25-34,Male,University degree,UK,Black,24,42,42,34,54,-0.71126,0.07987,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
390,35-44,Male,Professional certificate/ diploma,UK,White,37,38,47,42,40,-0.21712,-0.84637,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used in Last Day,Never Used,Never Used
391,25-34,Male,Doctorate degree,UK,White,30,42,45,44,46,-1.37983,-1.54858,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used
392,35-44,Female,"Some college or university, no certificate or degree",UK,White,29,37,48,44,42,0.19268,-0.84637,Used in Last Decade,Never Used,Used over a Decade Ago,Used in Last Year,Used in Last Day,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Day,Never Used,Never Used
393,25-34,Female,University degree,UK,White,42,40,47,45,43,-0.71126,-0.52593,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
394,35-44,Female,Left school at 17 years,UK,White,31,42,42,43,49,-0.71126,-1.18084,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
395,25-34,Female,Professional certificate/ diploma,UK,White,28,39,30,39,51,-1.37983,-2.07848,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
396,25-34,Male,Professional certificate/ diploma,UK,White,23,44,45,38,53,0.52975,0.40148,Used in Last Day,Used in Last Decade,Used over a Decade Ago,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Used in Last Decade,Used over a Decade Ago,Used in Last Year,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used in Last Week,Never Used,Used over a Decade Ago
397,35-44,Male,University degree,UK,White,38,48,43,33,36,1.86203,1.2247,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Month,Used in Last Decade,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Year,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Week,Never Used,Never Used
398,35-44,Female,University degree,UK,White,20,44,39,41,46,-0.21712,-0.52593,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
399,45-54,Male,Professional certificate/ diploma,UK,White,37,43,40,33,45,1.29221,1.2247,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
400,25-34,Female,Masters degree,UK,White,28,42,48,34,48,0.88113,-0.52593,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used over a Decade Ago
401,45-54,Male,Masters degree,UK,White,27,48,55,49,46,-0.71126,-1.18084,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Week,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Month,Never Used,Used over a Decade Ago
402,25-34,Female,Left school at 18 years,UK,White,34,39,32,47,47,-0.71126,-0.84637,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
403,45-54,Male,Left school at 16 years,UK,White,37,32,43,32,37,1.86203,1.2247,Used in Last Week,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Day,Never Used,Never Used
404,18-24,Male,"Some college or university, no certificate or degree",UK,White,27,35,44,39,32,0.52975,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Week,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
405,18-24,Male,University degree,UK,White,23,44,44,38,39,-1.37983,-0.52593,Used in Last Week,Never Used,Never Used,Used in Last Decade,Used in Last Week,Used in Last Week,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
406,45-54,Male,Left school at 17 years,UK,White,45,39,45,42,44,0.88113,0.07987,Used in Last Year,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
407,18-24,Female,Left school before 16 years,UK,White,37,50,57,51,42,1.29221,0.7654,Used in Last Week,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Week,Used in Last Day,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Year,Used in Last Day,Never Used,Never Used
408,45-54,Female,University degree,UK,White,53,33,56,43,39,0.19268,0.40148,Used in Last Year,Used over a Decade Ago,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Used over a Decade Ago,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
409,35-44,Male,Left school at 17 years,UK,Other,49,39,44,41,37,-0.21712,0.07987,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Decade,Used over a Decade Ago,Used over a Decade Ago,Used in Last Decade,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
410,25-34,Male,University degree,UK,White,29,41,50,44,40,0.19268,-1.54858,Used in Last Year,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used in Last Day,Used in Last Day,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Decade,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
411,35-44,Female,Professional certificate/ diploma,USA,White,22,45,51,45,46,-0.21712,0.40148,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Day,Never Used,Never Used
